merchant_id,category,city,years_active,credit_tier,monthly_revenue,revenue_growth_rate,revenue_consistency,refund_rate,chargeback_rate,settlement_velocity_days,customer_repeat_rate,payment_diversity_score,peak_season_ratio,failed_payment_rate,avg_transaction_value,transaction_volume_monthly,dispute_resolution_rate,late_settlement_frequency,revenue_concentration_risk,credit_score,score_trajectory,projected_score_3months,recommendation_eligible,recommendation_max_amount,recommendation_interest_rate,recommendation_tenure_months,recommendation_tier
MID_0362,Salon,Mumbai,4.8,excellent,733866.89,0.1603,0.9739,0.0232,0.0028,1.7867,0.5149,0.8237,1.4592,0.027,4459.2046,1380.7607,0.8802,0.0362,0.1276,829,"[797, 791, 814, 839, 863, 829]",861,True,2000000,12.5,24.0,Premium
MID_0363,EdTech,Mumbai,5.0,good,107341.53,0.0777,0.8018,0.0418,0.0083,1.7427,0.4645,0.6332,1.4209,0.1113,857.6987,328.5784,0.8419,0.0668,0.2816,779,"[710, 702, 689, 711, 732, 779]",802,True,1000000,15.0,18.0,Standard
MID_0364,Healthcare,Pune,4.3,poor,34691.15,-0.0244,0.4291,0.1479,0.0449,3.0978,0.1672,0.2838,1.1495,0.191,154.118,113.2294,0.4017,0.2906,0.6264,614,"[569, 575, 562, 566, 572, 614]",641,True,400000,18.5,12.0,Basic
MID_0365,Clothing,Surat,2.7,good,156495.15,0.1198,0.7779,0.0528,0.0125,1.2308,0.3482,0.6966,1.5401,0.0753,1379.9615,453.9504,0.8646,0.0923,0.321,774,"[738, 728, 734, 750, 752, 774]",792,True,1000000,15.0,18.0,Standard
MID_0366,SaaS,Chennai,6.5,good,124709.0,0.0731,0.8008,0.0374,0.0099,2.7629,0.3396,0.586,1.327,0.0617,1546.564,635.8567,0.828,0.0776,0.2202,777,"[747, 735, 741, 747, 747, 777]",795,True,1000000,15.0,18.0,Standard
MID_0367,Salon,Jaipur,2.3,good,194792.36,0.1272,0.7739,0.0604,0.0061,2.4444,0.3148,0.7341,1.575,0.1137,2077.08,618.4882,0.7784,0.1006,0.34,774,"[736, 742, 733, 718, 727, 774]",813,True,1000000,15.0,18.0,Standard
MID_0368,Salon,Pune,3.8,average,104345.1,0.0745,0.5694,0.0838,0.0151,3.1283,0.3325,0.5076,1.2532,0.1427,619.6401,122.8304,0.5803,0.1172,0.5128,721,"[694, 702, 712, 701, 697, 721]",748,True,1000000,15.0,18.0,Standard
MID_0369,Gym,Ahmedabad,2.2,good,379837.19,0.0537,0.817,0.0353,0.0073,1.5573,0.3192,0.6604,1.3543,0.0618,1995.9788,127.8215,0.8603,0.083,0.239,787,"[741, 764, 766, 769, 759, 787]",804,True,1000000,15.0,18.0,Standard
MID_0370,Travel,Delhi,3.8,average,63604.0,0.0665,0.7486,0.1185,0.0117,2.7074,0.1934,0.5545,1.2182,0.1327,859.1782,111.7881,0.6572,0.1615,0.5054,714,"[641, 663, 680, 678, 696, 714]",726,True,1000000,15.0,18.0,Standard
MID_0371,Freelancer,Mumbai,2.3,average,137049.91,0.002,0.5891,0.0976,0.0173,2.3742,0.2644,0.409,1.1904,0.1089,871.1981,228.0537,0.5864,0.1521,0.4481,703,"[693, 703, 713, 707, 706, 703]",724,True,1000000,15.0,18.0,Standard
MID_0372,Auto Parts,Chennai,6.8,poor,45854.83,-0.0363,0.4949,0.1977,0.0363,3.8863,0.1063,0.4118,1.1242,0.287,393.7158,61.9532,0.4069,0.2765,0.5388,625,"[585, 575, 595, 614, 634, 625]",650,True,400000,18.5,12.0,Basic
MID_0373,Restaurant,Chennai,2.5,good,336606.35,0.0732,0.81,0.0462,0.0117,1.8225,0.4618,0.635,1.2303,0.0538,1713.7635,253.2637,0.8145,0.0437,0.2895,790,"[754, 743, 767, 777, 767, 790]",801,True,1000000,15.0,18.0,Standard
MID_0374,Healthcare,Kolkata,1.2,poor,57505.5,-0.0003,0.4772,0.2051,0.0356,4.0863,0.1038,0.2345,1.0339,0.3004,260.5341,99.135,0.5595,0.2597,0.5474,634,"[598, 620, 609, 610, 615, 634]",663,True,400000,18.5,12.0,Basic
MID_0375,Restaurant,Hyderabad,5.2,average,36336.16,0.055,0.7126,0.0902,0.016,3.6366,0.329,0.5696,1.023,0.1505,1114.536,230.4861,0.5534,0.1891,0.4583,701,"[646, 665, 684, 700, 702, 701]",730,True,1000000,15.0,18.0,Standard
MID_0376,Grocery,Ahmedabad,2.0,good,271765.54,0.0813,0.7666,0.0347,0.0147,2.122,0.3967,0.7315,1.3666,0.0671,543.0313,447.9244,0.7709,0.0698,0.3093,761,"[683, 678, 677, 685, 696, 761]",776,True,1000000,15.0,18.0,Standard
MID_0377,Retail,Jaipur,1.8,poor,32969.67,-0.0675,0.3825,0.2001,0.0342,5.1691,0.148,0.2511,1.0919,0.2153,318.0185,50.4762,0.3846,0.2579,0.6244,585,"[539, 556, 562, 560, 571, 585]",625,True,100000,24.0,6.0,Micro
MID_0378,EdTech,Jaipur,6.9,bad,4027.28,-0.2258,0.3248,0.2939,0.0854,4.9726,0.0799,0.1083,0.8313,0.4938,63.6717,24.0882,0.1893,0.5909,0.7718,484,"[437, 439, 436, 458, 470, 484]",517,False,0,,,Ineligible
MID_0379,SaaS,Bangalore,1.6,average,51484.48,0.0414,0.6929,0.1016,0.0138,2.9258,0.3392,0.584,1.216,0.1852,375.941,176.3384,0.691,0.1012,0.4333,712,"[631, 623, 636, 643, 641, 712]",751,True,1000000,15.0,18.0,Standard
MID_0380,SaaS,Bangalore,1.0,average,127361.87,0.0145,0.5528,0.0754,0.0143,3.823,0.2524,0.5405,1.1102,0.1767,1414.6003,185.8892,0.6591,0.1243,0.4685,690,"[667, 657, 663, 674, 674, 690]",717,True,400000,18.5,12.0,Basic
MID_0381,Healthcare,Surat,5.5,average,50174.94,0.0583,0.7478,0.0673,0.0221,2.293,0.208,0.5724,1.097,0.1896,267.8459,173.0434,0.6247,0.1798,0.4154,704,"[650, 651, 655, 652, 658, 704]",727,True,1000000,15.0,18.0,Standard
MID_0382,Electronics,Chennai,5.8,poor,39756.77,-0.0363,0.5315,0.2091,0.0367,4.3062,0.1218,0.2056,0.9914,0.2453,569.0274,91.4916,0.3992,0.3008,0.7195,604,"[588, 574, 576, 582, 568, 604]",620,True,400000,18.5,12.0,Basic
MID_0383,Auto Parts,Pune,7.4,average,29912.05,0.0073,0.6794,0.1113,0.016,3.9915,0.2997,0.4403,1.0172,0.1572,239.5544,226.6877,0.63,0.1729,0.4409,708,"[656, 645, 645, 654, 668, 708]",729,True,1000000,15.0,18.0,Standard
MID_0384,Food Delivery,Bangalore,1.1,poor,14715.25,-0.0424,0.5134,0.1609,0.0457,3.8324,0.1823,0.3441,1.0844,0.2266,570.3936,109.465,0.5565,0.2305,0.717,623,"[614, 615, 627, 615, 607, 623]",642,True,400000,18.5,12.0,Basic
MID_0385,Travel,Chennai,1.1,average,58931.79,-0.0001,0.6511,0.0738,0.0212,3.6757,0.1805,0.4402,1.1052,0.1341,938.6252,221.036,0.6463,0.1556,0.3733,702,"[680, 703, 719, 735, 729, 702]",717,True,1000000,15.0,18.0,Standard
MID_0386,Auto Parts,Hyderabad,2.8,average,141735.75,0.0665,0.6995,0.119,0.0147,2.7586,0.2288,0.4414,1.1695,0.1414,1285.8578,110.9279,0.5839,0.2175,0.4019,694,"[652, 668, 674, 692, 705, 694]",728,True,400000,18.5,12.0,Basic
MID_0387,Electronics,Jaipur,4.8,bad,12229.92,-0.1014,0.3205,0.2722,0.0605,9.8109,0.0641,0.2063,0.7807,0.3929,123.7527,14.8215,0.21,0.6266,0.7793,500,"[450, 457, 469, 490, 488, 500]",532,True,100000,24.0,6.0,Micro
MID_0388,Food Delivery,Mumbai,1.7,average,71537.64,0.0703,0.5874,0.0886,0.0124,3.0936,0.3078,0.4766,1.185,0.1594,1102.848,230.0483,0.6305,0.1292,0.4947,708,"[651, 673, 667, 689, 712, 708]",745,True,1000000,15.0,18.0,Standard
MID_0389,Healthcare,Chennai,7.7,average,35039.07,0.0312,0.7345,0.1309,0.0245,3.8857,0.2137,0.5939,1.2256,0.113,633.0912,289.5775,0.715,0.1371,0.5032,707,"[662, 653, 673, 670, 659, 707]",730,True,1000000,15.0,18.0,Standard
MID_0390,Salon,Delhi,5.9,good,275658.97,0.1208,0.7208,0.038,0.006,2.0997,0.3788,0.5925,1.3362,0.0763,1658.71,269.9194,0.8651,0.071,0.2637,771,"[728, 740, 760, 768, 775, 771]",782,True,1000000,15.0,18.0,Standard
MID_0391,Clothing,Surat,1.8,good,201424.33,0.0852,0.7203,0.06,0.009,1.1545,0.346,0.65,1.1221,0.0711,732.1259,368.8466,0.7324,0.0521,0.2622,765,"[753, 745, 746, 751, 741, 765]",797,True,1000000,15.0,18.0,Standard
MID_0392,Freelancer,Delhi,5.4,average,126871.71,-0.0039,0.5757,0.1006,0.0203,2.0232,0.2911,0.5274,1.1267,0.1055,752.4756,232.9369,0.5697,0.1969,0.5316,705,"[661, 685, 674, 667, 668, 705]",720,True,1000000,15.0,18.0,Standard
MID_0393,Electronics,Mumbai,3.0,bad,16368.81,-0.2045,0.3532,0.3819,0.0673,4.2913,0.0425,0.1007,0.8469,0.3608,361.2081,35.8874,0.208,0.4512,0.724,512,"[481, 466, 464, 475, 484, 512]",524,True,100000,24.0,6.0,Micro
MID_0394,EdTech,Kolkata,2.4,excellent,199519.78,0.1954,0.9323,0.0229,0.0029,1.9719,0.6222,0.761,1.8779,0.0534,3877.2887,1142.4057,0.9096,0.0131,0.1559,848,"[810, 810, 834, 823, 845, 848]",885,True,2000000,12.5,24.0,Premium
MID_0395,Salon,Mumbai,1.9,poor,48694.76,-0.0035,0.3682,0.2386,0.049,5.3809,0.1485,0.4189,1.0539,0.2555,655.6064,87.897,0.3612,0.3032,0.5473,588,"[519, 524, 511, 512, 504, 588]",598,True,100000,24.0,6.0,Micro
MID_0396,Salon,Hyderabad,0.6,average,44762.96,0.0067,0.6698,0.1381,0.0148,2.4426,0.1831,0.4514,1.0191,0.1288,1125.6437,255.0135,0.6499,0.1762,0.4158,715,"[693, 692, 694, 698, 713, 715]",735,True,1000000,15.0,18.0,Standard
MID_0397,Freelancer,Kolkata,2.4,excellent,696277.33,0.2435,0.9321,0.0268,0.0034,1.2076,0.6962,0.7923,1.5043,0.0326,3632.9058,253.2162,0.9312,0.0167,0.1527,864,"[867, 874, 878, 873, 895, 864]",881,True,2000000,12.5,24.0,Premium
MID_0398,Retail,Kolkata,2.1,bad,15760.67,-0.2089,0.1898,0.3944,0.0841,6.4067,0.0527,0.2077,0.8255,0.4118,161.7912,21.3429,0.1743,0.6154,0.8901,458,"[407, 426, 431, 434, 452, 458]",479,False,0,,,Ineligible
MID_0399,Salon,Chennai,0.5,poor,44032.97,-0.0147,0.5072,0.1328,0.0374,4.2543,0.1302,0.2416,0.9073,0.2114,526.7942,67.8529,0.3685,0.3027,0.5899,622,"[602, 614, 637, 623, 632, 622]",656,True,400000,18.5,12.0,Basic
MID_0400,EdTech,Jaipur,7.0,poor,17631.74,-0.052,0.5512,0.1428,0.0481,5.7642,0.1187,0.2645,1.1236,0.209,422.8257,40.7299,0.4887,0.3781,0.6753,605,"[587, 586, 608, 599, 602, 605]",615,True,400000,18.5,12.0,Basic
MID_0401,Travel,Mumbai,5.6,average,97224.34,0.027,0.6271,0.1226,0.0244,3.7667,0.2713,0.5375,1.1821,0.1989,1129.1935,154.0155,0.6907,0.1072,0.5123,702,"[681, 703, 713, 715, 732, 702]",728,True,1000000,15.0,18.0,Standard
MID_0402,Healthcare,Surat,6.2,excellent,271766.22,0.1326,0.8942,0.0374,0.0066,1.2101,0.4743,0.8605,1.3518,0.056,2864.6231,640.5112,0.8838,0.0218,0.1667,824,"[779, 794, 785, 782, 775, 824]",857,True,2000000,12.5,24.0,Premium
MID_0403,Travel,Chennai,2.8,poor,36701.87,-0.0604,0.514,0.2075,0.0246,5.4156,0.0954,0.3336,1.1148,0.216,259.5426,104.3465,0.4841,0.2267,0.5027,628,"[561, 566, 587, 610, 621, 628]",670,True,400000,18.5,12.0,Basic
MID_0404,Pharmacy,Jaipur,3.3,poor,33016.48,-0.078,0.4708,0.1428,0.0469,3.0427,0.1936,0.2753,0.9773,0.2114,294.8209,96.6915,0.5315,0.317,0.5784,634,"[578, 597, 613, 619, 613, 634]",646,True,400000,18.5,12.0,Basic
MID_0405,Salon,Delhi,7.6,average,59347.17,0.0762,0.7193,0.103,0.0112,3.5958,0.2559,0.495,1.0734,0.1797,437.4901,283.4467,0.6958,0.1274,0.4935,732,"[692, 707, 721, 743, 764, 732]",761,True,1000000,15.0,18.0,Standard
MID_0406,Restaurant,Hyderabad,2.2,average,105516.37,0.0264,0.6574,0.1225,0.0148,3.2678,0.2134,0.4056,1.025,0.1197,905.0795,95.8984,0.6328,0.1683,0.4663,687,"[630, 623, 640, 650, 653, 687]",723,True,400000,18.5,12.0,Basic
MID_0407,SaaS,Chennai,4.2,good,241190.18,0.0868,0.8722,0.045,0.0137,1.498,0.3551,0.6623,1.2544,0.0808,2943.0725,761.9879,0.7878,0.0655,0.3949,763,"[741, 739, 761, 763, 774, 763]",784,True,1000000,15.0,18.0,Standard
MID_0408,Clothing,Delhi,6.2,good,259089.67,0.0616,0.8049,0.0351,0.008,2.2191,0.4142,0.5809,1.1782,0.1036,2464.5278,696.6501,0.8098,0.0526,0.3913,772,"[721, 717, 739, 743, 762, 772]",791,True,1000000,15.0,18.0,Standard
MID_0409,Grocery,Pune,6.0,poor,23445.25,-0.06,0.4796,0.2192,0.0202,5.82,0.0866,0.2899,1.0614,0.1996,419.8228,43.7918,0.5383,0.2364,0.6457,633,"[614, 614, 621, 636, 653, 633]",671,True,400000,18.5,12.0,Basic
MID_0410,Food Delivery,Chennai,1.3,good,177555.83,0.0824,0.8354,0.0535,0.0147,1.092,0.4319,0.6876,1.5544,0.0841,1200.3565,524.6934,0.7675,0.0481,0.3279,773,"[687, 677, 692, 690, 706, 773]",792,True,1000000,15.0,18.0,Standard
MID_0411,Food Delivery,Bangalore,4.9,average,101671.06,0.0238,0.6156,0.1037,0.0199,3.1133,0.3189,0.5317,1.0421,0.177,1331.9429,221.8053,0.6756,0.2149,0.4222,711,"[676, 670, 670, 663, 686, 711]",722,True,1000000,15.0,18.0,Standard
MID_0412,Electronics,Delhi,5.3,average,118121.49,0.0598,0.7163,0.0648,0.0248,2.7469,0.2762,0.599,1.2879,0.1873,625.191,180.0904,0.598,0.1401,0.3634,704,"[640, 631, 637, 656, 664, 704]",726,True,1000000,15.0,18.0,Standard
MID_0413,Healthcare,Delhi,6.3,average,66544.03,0.0251,0.7261,0.1191,0.0198,2.1461,0.2901,0.4548,1.1583,0.1693,1266.2711,152.4233,0.5537,0.169,0.3513,694,"[663, 658, 652, 664, 662, 694]",716,True,400000,18.5,12.0,Basic
MID_0414,Healthcare,Surat,7.4,poor,43018.93,-0.025,0.3934,0.1393,0.0293,3.3027,0.144,0.4078,0.9099,0.1978,343.9637,22.273,0.5502,0.3671,0.6448,624,"[539, 561, 577, 563, 583, 624]",641,True,400000,18.5,12.0,Basic
MID_0415,Food Delivery,Kolkata,0.7,poor,54436.01,-0.0729,0.3613,0.177,0.026,5.313,0.1508,0.2274,1.1423,0.2509,504.8125,69.2321,0.3875,0.2377,0.707,596,"[518, 511, 500, 505, 509, 596]",635,True,100000,24.0,6.0,Micro
MID_0416,Restaurant,Mumbai,3.4,average,154631.02,-0.01,0.6221,0.0848,0.011,3.8919,0.2908,0.4305,1.2104,0.165,1253.2203,267.7449,0.5527,0.2157,0.4959,677,"[598, 584, 589, 580, 584, 677]",700,True,400000,18.5,12.0,Basic
MID_0417,Food Delivery,Chennai,3.3,average,47498.06,-0.0028,0.7373,0.1372,0.0211,3.6206,0.2109,0.5734,1.0328,0.1162,846.822,119.5769,0.6563,0.2091,0.403,713,"[694, 680, 700, 721, 708, 713]",756,True,1000000,15.0,18.0,Standard
MID_0418,Electronics,Bangalore,1.3,good,152231.65,0.0746,0.7306,0.0784,0.0096,1.8302,0.4796,0.6381,1.5285,0.1067,501.8041,433.3704,0.8619,0.0605,0.2646,786,"[715, 719, 738, 746, 736, 786]",805,True,1000000,15.0,18.0,Standard
MID_0419,Clothing,Delhi,6.1,poor,21392.19,-0.02,0.4074,0.1526,0.0419,3.9033,0.1653,0.3017,1.0477,0.2524,791.35,43.0062,0.5569,0.259,0.5824,629,"[573, 590, 600, 617, 641, 629]",641,True,400000,18.5,12.0,Basic
MID_0420,Food Delivery,Hyderabad,1.7,good,279589.54,0.0829,0.775,0.0614,0.0132,2.1544,0.3904,0.593,1.4107,0.0882,794.5478,295.5136,0.8383,0.1139,0.2675,757,"[693, 700, 712, 723, 722, 757]",771,True,1000000,15.0,18.0,Standard
MID_0421,Healthcare,Pune,3.7,excellent,534201.95,0.0689,0.9768,0.0349,0.0018,1.7127,0.4816,0.7869,1.6168,0.0421,4746.1042,1939.3266,0.9763,0.0173,0.223,822,"[806, 822, 815, 829, 836, 822]",865,True,2000000,12.5,24.0,Premium
MID_0422,EdTech,Mumbai,6.5,good,165027.27,0.1431,0.8049,0.0487,0.006,1.3313,0.4269,0.6736,1.5216,0.1026,880.1277,759.5344,0.8097,0.1087,0.2557,800,"[783, 807, 828, 832, 822, 800]",810,True,2000000,12.5,24.0,Premium
MID_0423,Retail,Chennai,5.8,average,52835.99,0.0533,0.6688,0.0653,0.0213,2.2806,0.2618,0.4153,1.2916,0.1976,1471.8506,141.722,0.5771,0.1503,0.4683,697,"[686, 677, 678, 692, 701, 697]",720,True,400000,18.5,12.0,Basic
MID_0424,Gym,Bangalore,5.5,poor,8247.86,-0.0848,0.4216,0.1333,0.0389,4.4133,0.1593,0.2657,0.9312,0.284,418.0572,22.3923,0.5752,0.3639,0.5751,626,"[604, 593, 597, 605, 625, 626]",667,True,400000,18.5,12.0,Basic
MID_0425,Healthcare,Chennai,2.2,excellent,799442.92,0.1707,0.9279,0.0209,0.0071,1.6649,0.6592,0.9408,1.5952,0.0455,4433.7024,704.3664,0.9441,0.021,0.1378,840,"[794, 782, 772, 789, 783, 840]",877,True,2000000,12.5,24.0,Premium
MID_0426,Freelancer,Chennai,1.3,poor,46081.98,-0.0271,0.5426,0.1689,0.0356,5.7757,0.1259,0.3324,1.0476,0.2911,767.85,75.4407,0.377,0.3375,0.5794,623,"[578, 593, 592, 609, 628, 623]",666,True,400000,18.5,12.0,Basic
MID_0427,Restaurant,Kolkata,6.6,average,118357.44,0.0469,0.5551,0.1054,0.0104,3.8919,0.1968,0.5825,1.2406,0.1729,1304.2591,105.9137,0.6891,0.1413,0.5447,698,"[678, 703, 699, 715, 709, 698]",743,True,400000,18.5,12.0,Basic
MID_0428,Freelancer,Pune,6.1,poor,50605.82,-0.0776,0.465,0.1316,0.0306,4.6147,0.1766,0.4125,0.9791,0.2228,739.9199,24.4954,0.4434,0.3119,0.6407,617,"[550, 549, 551, 551, 542, 617]",628,True,400000,18.5,12.0,Basic
MID_0429,Retail,Hyderabad,4.9,bad,19325.57,-0.1211,0.3392,0.3346,0.0639,8.1738,0.0359,0.0954,0.8794,0.4729,191.623,16.8517,0.3147,0.5098,0.7492,489,"[429, 450, 446, 454, 443, 489]",527,False,0,,,Ineligible
MID_0430,Food Delivery,Mumbai,2.3,good,429365.72,0.0234,0.7559,0.0648,0.0072,2.7503,0.3881,0.7123,1.1727,0.0708,2911.4762,700.2719,0.787,0.0751,0.3113,754,"[729, 730, 738, 759, 759, 754]",787,True,1000000,15.0,18.0,Standard
MID_0431,Healthcare,Chennai,3.7,good,352376.86,0.0505,0.8065,0.0339,0.0119,1.6433,0.4655,0.6905,1.4978,0.0905,741.5535,742.2356,0.8774,0.0967,0.3071,790,"[755, 768, 792, 810, 804, 790]",803,True,1000000,15.0,18.0,Standard
MID_0432,Gym,Surat,3.8,average,38349.41,0.0796,0.5544,0.0959,0.0198,3.7917,0.261,0.5354,1.0191,0.1354,1441.1545,111.7835,0.5928,0.2076,0.3555,696,"[620, 621, 633, 630, 643, 696]",720,True,400000,18.5,12.0,Basic
MID_0433,SaaS,Jaipur,7.6,excellent,521484.86,0.1863,0.8909,0.0102,0.0053,1.7121,0.5396,0.7299,1.9841,0.0446,3025.0423,1514.6846,0.9452,0.02,0.1902,815,"[795, 800, 790, 778, 801, 815]",849,True,2000000,12.5,24.0,Premium
MID_0434,Healthcare,Kolkata,3.4,average,139662.79,-0.0017,0.6122,0.0742,0.0165,2.504,0.1954,0.4373,1.0602,0.1351,1041.3929,61.2078,0.6268,0.1113,0.4016,688,"[647, 636, 621, 645, 631, 688]",717,True,400000,18.5,12.0,Basic
MID_0435,Restaurant,Surat,4.7,poor,60641.82,-0.0755,0.4928,0.1436,0.0266,4.0357,0.1847,0.4008,1.0499,0.2604,724.0057,89.1686,0.5523,0.2319,0.5327,629,"[613, 636, 659, 676, 674, 629]",661,True,400000,18.5,12.0,Basic
MID_0436,Freelancer,Bangalore,4.9,good,111745.6,0.0451,0.7448,0.0607,0.0084,1.9093,0.4317,0.7164,1.492,0.1161,2171.7627,145.8245,0.7443,0.0513,0.3921,772,"[737, 761, 765, 784, 795, 772]",788,True,1000000,15.0,18.0,Standard
MID_0437,Food Delivery,Jaipur,1.2,average,135442.42,0.0363,0.6904,0.1017,0.0214,3.2864,0.228,0.4098,1.2291,0.1293,1014.2411,145.1019,0.6141,0.1589,0.4482,698,"[660, 676, 673, 685, 672, 698]",720,True,400000,18.5,12.0,Basic
MID_0438,Retail,Chennai,7.2,poor,38799.07,-0.0775,0.4221,0.1262,0.0208,5.9003,0.1262,0.2774,1.0344,0.2953,578.9158,60.5494,0.4669,0.3529,0.6119,597,"[567, 560, 554, 552, 565, 597]",607,True,100000,24.0,6.0,Micro
MID_0439,Restaurant,Kolkata,2.0,average,139177.77,-0.0195,0.5981,0.1251,0.0225,3.9688,0.3478,0.5618,1.1115,0.1838,258.1838,76.834,0.5918,0.1802,0.5264,690,"[628, 621, 642, 656, 652, 690]",726,True,400000,18.5,12.0,Basic
MID_0440,Food Delivery,Kolkata,3.3,poor,16903.61,0.0013,0.4083,0.1214,0.0408,3.1254,0.1721,0.2284,1.0724,0.1899,180.0663,31.687,0.532,0.212,0.6181,637,"[573, 586, 582, 579, 598, 637]",654,True,400000,18.5,12.0,Basic
MID_0441,Salon,Hyderabad,7.6,average,83165.13,-0.0073,0.7491,0.0975,0.0116,2.4573,0.3216,0.4206,1.2288,0.1806,514.2774,199.9834,0.6245,0.1171,0.4694,729,"[656, 649, 647, 654, 677, 729]",755,True,1000000,15.0,18.0,Standard
MID_0442,Auto Parts,Bangalore,3.1,good,307373.13,0.0709,0.7445,0.0446,0.0056,1.3679,0.3389,0.6816,1.3194,0.111,673.4572,272.0433,0.7951,0.0845,0.2287,757,"[697, 704, 713, 705, 728, 757]",776,True,1000000,15.0,18.0,Standard
MID_0443,Auto Parts,Delhi,5.6,excellent,162215.36,0.0617,0.9004,0.027,0.007,1.7622,0.4588,0.8364,1.3139,0.053,2800.9986,1228.6854,0.9002,0.0374,0.158,801,"[747, 771, 781, 785, 806, 801]",834,True,2000000,12.5,24.0,Premium
MID_0444,Clothing,Bangalore,2.7,poor,57202.64,-0.0495,0.4092,0.1408,0.0422,4.2952,0.116,0.2094,1.0026,0.3032,696.1786,118.6864,0.3788,0.3128,0.5458,608,"[563, 587, 590, 589, 600, 608]",651,True,400000,18.5,12.0,Basic
MID_0445,Clothing,Hyderabad,2.1,good,148523.0,0.1336,0.8255,0.0609,0.014,2.0964,0.4528,0.6316,1.422,0.0649,853.3287,176.0551,0.8174,0.064,0.3666,781,"[752, 759, 750, 750, 756, 781]",819,True,1000000,15.0,18.0,Standard
MID_0446,Restaurant,Hyderabad,3.4,average,65162.81,0.0546,0.6627,0.0725,0.016,3.5637,0.2136,0.4705,1.1406,0.1868,369.7216,282.1256,0.6038,0.212,0.4725,709,"[665, 653, 639, 658, 645, 709]",739,True,1000000,15.0,18.0,Standard
MID_0447,Auto Parts,Pune,2.0,good,150967.97,0.1293,0.7781,0.0755,0.0108,2.6565,0.395,0.6907,1.2449,0.0571,1904.7189,730.5719,0.7274,0.0732,0.3065,758,"[709, 733, 746, 767, 791, 758]",777,True,1000000,15.0,18.0,Standard
MID_0448,Auto Parts,Ahmedabad,1.2,excellent,674201.08,0.1446,0.912,0.033,0.0051,1.9878,0.5406,0.8102,1.7003,0.0379,883.398,1085.1807,0.9373,0.0238,0.151,821,"[800, 812, 834, 824, 846, 821]",843,True,2000000,12.5,24.0,Premium
MID_0449,Freelancer,Pune,2.7,poor,50071.01,-0.0539,0.5762,0.1843,0.0387,4.771,0.199,0.2803,0.9632,0.2519,787.4255,109.9494,0.3554,0.2573,0.5367,626,"[615, 614, 609, 634, 646, 626]",657,True,400000,18.5,12.0,Basic
MID_0450,EdTech,Mumbai,1.5,bad,17514.96,-0.081,0.1548,0.2952,0.0943,6.2801,0.0229,0.1942,0.9091,0.3538,331.1011,43.4132,0.3303,0.4722,0.7355,498,"[449, 445, 467, 488, 477, 498]",528,False,0,,,Ineligible
MID_0451,Food Delivery,Jaipur,7.2,excellent,250941.37,0.2024,0.8816,0.0153,0.0015,1.5719,0.5092,0.7218,1.3528,0.0489,3893.3148,814.0427,0.9682,0.0128,0.1874,841,"[781, 793, 802, 790, 780, 841]",856,True,2000000,12.5,24.0,Premium
MID_0452,Electronics,Delhi,5.9,excellent,427462.06,0.1871,0.8773,0.0315,0.0037,1.6255,0.4982,0.9044,1.7958,0.0398,3766.3507,1044.5788,0.9451,0.0337,0.2291,828,"[827, 823, 843, 851, 843, 828]",842,True,2000000,12.5,24.0,Premium
MID_0453,Clothing,Bangalore,6.9,poor,18449.53,-0.0487,0.5423,0.1586,0.0324,4.9218,0.1062,0.2552,0.9862,0.2137,104.8881,108.5084,0.5072,0.2507,0.5355,627,"[540, 555, 558, 570, 591, 627]",642,True,400000,18.5,12.0,Basic
MID_0454,Pharmacy,Surat,6.3,bad,18607.14,-0.1107,0.3898,0.3423,0.0836,5.9144,0.0486,0.2179,0.8111,0.3461,221.1806,29.5663,0.3213,0.4184,0.6926,517,"[442, 459, 482, 483, 503, 517]",536,True,100000,24.0,6.0,Micro
MID_0455,Electronics,Kolkata,3.6,excellent,222215.08,0.1133,0.9787,0.029,0.0038,1.014,0.6478,0.8654,1.4209,0.0437,1572.4204,370.7232,0.9009,0.016,0.1506,837,"[822, 829, 823, 828, 841, 837]",857,True,2000000,12.5,24.0,Premium
MID_0456,Gym,Mumbai,3.2,excellent,773066.19,0.1912,0.929,0.0142,0.0046,1.4942,0.5041,0.8226,1.9698,0.0453,2222.0381,759.1015,0.9304,0.0345,0.1899,825,"[795, 785, 793, 797, 783, 825]",850,True,2000000,12.5,24.0,Premium
MID_0457,Clothing,Pune,5.7,bad,23899.67,-0.1042,0.3755,0.319,0.0568,6.0445,0.0835,0.1987,0.9706,0.4924,323.5583,30.7524,0.3596,0.5624,0.8023,519,"[486, 483, 504, 504, 495, 519]",562,True,100000,24.0,6.0,Micro
MID_0458,Gym,Ahmedabad,5.0,poor,55727.55,-0.0654,0.4534,0.2211,0.0437,3.8286,0.0972,0.3865,0.9148,0.2145,543.1489,49.3575,0.5397,0.2869,0.5321,612,"[542, 549, 566, 577, 601, 612]",629,True,400000,18.5,12.0,Basic
MID_0459,Grocery,Mumbai,6.0,good,342391.94,0.0567,0.8465,0.0511,0.0132,1.0218,0.3522,0.5788,1.1126,0.0956,2405.9341,155.0968,0.7837,0.1128,0.2295,770,"[730, 719, 715, 711, 724, 770]",790,True,1000000,15.0,18.0,Standard
