monthly_revenue,revenue_growth_rate,revenue_consistency,refund_rate,chargeback_rate,settlement_velocity_days,customer_repeat_rate,payment_diversity_score,peak_season_ratio,failed_payment_rate,avg_transaction_value,transaction_volume_monthly,dispute_resolution_rate,late_settlement_frequency,revenue_concentration_risk,years_active,credit_score,credit_tier
118289.12,0.0284,0.5706,0.0675,0.0155,3.8557,0.2521,0.5557,1.2933,0.1113,939.3753,162.2059,0.6914,0.1526,0.4658,4.5,697,average
236125.04,0.0964,0.7875,0.052,0.0065,1.7392,0.3729,0.5979,1.2237,0.0959,2426.1593,456.4259,0.7508,0.071,0.3319,1.9,780,good
742895.17,0.0905,0.8697,0.0255,0.0024,1.901,0.5655,0.8197,1.569,0.0437,4206.6999,599.5614,0.8912,0.0355,0.2217,7.0,806,excellent
86645.67,0.0686,0.7185,0.1111,0.0215,2.4475,0.3271,0.5658,1.285,0.1793,809.8855,279.162,0.7115,0.1139,0.5258,4.5,711,average
258581.25,0.2215,0.8683,0.0189,0.003,1.2166,0.6195,0.713,1.8172,0.0393,4250.9333,1391.9872,0.9781,0.0138,0.1929,1.6,842,excellent
67428.98,0.0407,0.6947,0.0902,0.0228,2.3895,0.3124,0.3835,1.1845,0.1367,409.9199,254.2712,0.5979,0.1166,0.4849,3.5,702,average
157604.83,0.1073,0.7874,0.0681,0.0083,2.5772,0.4173,0.5665,1.5723,0.0526,2255.2475,130.6994,0.7715,0.1063,0.2303,3.9,769,good
185855.09,0.086,0.8342,0.0479,0.0139,2.2002,0.3216,0.6641,1.336,0.0564,1130.3728,269.7262,0.8613,0.0804,0.2826,7.4,783,good
478507.45,0.1121,0.92,0.0179,0.0072,1.9016,0.6971,0.8245,1.39,0.0201,4205.5448,1440.571,0.9455,0.0363,0.1031,3.7,821,excellent
715881.24,0.0906,0.8574,0.0293,0.0061,1.9884,0.5301,0.8052,1.7588,0.0287,3312.7453,1572.7289,0.9666,0.0425,0.1134,4.2,823,excellent
282537.47,0.1433,0.7737,0.0776,0.0056,2.0875,0.4887,0.7012,1.4125,0.0535,2348.9877,134.5583,0.7473,0.0577,0.2887,7.8,776,good
18605.29,-0.1803,0.2647,0.3744,0.0554,6.748,0.0203,0.1391,0.9153,0.2962,339.8731,49.9039,0.1584,0.4547,0.7871,3.1,511,bad
372791.14,0.1835,0.9288,0.0242,0.0039,1.8635,0.6119,0.8894,1.3727,0.0525,2593.9914,1442.1424,0.8628,0.0298,0.1597,4.9,839,excellent
15527.86,0.0202,0.3895,0.1407,0.0328,4.3049,0.1418,0.352,0.9028,0.2779,236.3014,82.576,0.3697,0.2711,0.6797,7.1,617,poor
298904.36,0.0824,0.7444,0.0461,0.011,1.992,0.3593,0.6598,1.194,0.089,2898.98,472.5408,0.7571,0.1139,0.3837,1.3,752,good
117561.46,0.0893,0.7328,0.0357,0.0148,2.0512,0.3079,0.7246,1.2805,0.0531,2295.9983,228.545,0.7486,0.0963,0.2362,7.0,764,good
26104.78,-0.0983,0.4981,0.1709,0.0388,4.4802,0.1005,0.3659,0.9057,0.2726,520.5087,30.6697,0.3917,0.2409,0.5416,1.3,621,poor
16372.27,-0.1526,0.2149,0.4012,0.0671,5.4353,0.0956,0.2049,0.7865,0.2855,333.1404,27.2668,0.3298,0.3776,0.8105,6.4,513,bad
168700.66,0.1422,0.755,0.0465,0.0057,1.7616,0.3858,0.6598,1.3682,0.1076,1384.8396,711.7989,0.7358,0.0998,0.2535,6.4,767,good
21292.33,-0.131,0.2101,0.2073,0.0798,6.7643,0.0492,0.1601,0.9773,0.4782,151.7547,12.1581,0.3533,0.4726,0.851,2.1,501,bad
25369.62,-0.0923,0.5787,0.1241,0.0252,3.8074,0.1356,0.3612,0.902,0.2441,296.2549,111.3654,0.5244,0.3365,0.6248,6.2,638,poor
255177.71,0.1618,0.8957,0.0206,0.0057,1.6891,0.609,0.775,1.5404,0.0463,4829.5701,369.5839,0.8773,0.0191,0.1097,7.4,830,excellent
12406.27,-0.0815,0.5011,0.1949,0.0282,5.6068,0.1281,0.2406,1.0152,0.217,485.9525,103.2517,0.4375,0.233,0.6469,6.5,599,poor
48287.26,-0.0186,0.4845,0.1621,0.0224,4.9967,0.1908,0.2757,0.9894,0.2858,253.9437,62.6443,0.3572,0.3377,0.5299,7.8,634,poor
115209.49,0.0669,0.5834,0.094,0.0232,2.3476,0.2521,0.493,1.1577,0.1511,1218.5969,154.9396,0.5772,0.1707,0.5366,3.3,687,average
95136.4,0.0629,0.8185,0.0595,0.0064,2.6418,0.4829,0.6908,1.3094,0.0659,2509.5725,763.35,0.8714,0.0572,0.3563,7.6,783,good
177826.93,0.026,0.8287,0.0576,0.0129,1.4751,0.3493,0.5765,1.2809,0.076,1446.4918,229.3638,0.8097,0.0488,0.2662,5.1,773,good
123438.87,0.0464,0.6671,0.0987,0.0202,2.2144,0.1827,0.4124,1.1754,0.1949,1416.9659,197.2887,0.6163,0.1939,0.4179,7.1,695,average
535918.13,0.1294,0.967,0.0336,0.0041,1.6794,0.5588,0.821,1.841,0.0344,3172.4962,1428.4004,0.9134,0.0277,0.1438,1.7,838,excellent
325886.15,0.0517,0.7991,0.0606,0.0139,2.4896,0.3619,0.6192,1.1276,0.0916,1757.4973,416.8124,0.7714,0.059,0.3558,6.3,760,good
200580.13,0.0987,0.9214,0.014,0.0022,1.0485,0.6376,0.725,1.4712,0.035,1222.3102,758.9079,0.8694,0.0139,0.1803,4.6,823,excellent
18800.16,-0.0265,0.5035,0.1312,0.0482,4.4367,0.1095,0.2837,0.9032,0.2849,514.7577,47.1569,0.4618,0.2868,0.5102,2.2,602,poor
567903.01,0.1566,0.9289,0.0131,0.0025,1.0064,0.5428,0.8912,1.9175,0.0434,1138.1139,676.6965,0.9335,0.0245,0.2402,7.0,835,excellent
85670.93,0.055,0.7193,0.0792,0.0153,2.2131,0.3062,0.5483,1.1145,0.1776,907.0736,284.3885,0.6133,0.1593,0.4418,5.7,733,average
332590.2,0.1351,0.7481,0.0512,0.0123,1.0017,0.4903,0.5721,1.5028,0.0791,741.9058,308.7332,0.8127,0.0482,0.2371,7.7,769,good
105476.82,0.0702,0.7354,0.0773,0.0183,3.5588,0.2193,0.3862,1.1624,0.1486,984.3568,206.5811,0.6183,0.1272,0.5186,4.5,707,average
65619.57,-0.0156,0.6028,0.0902,0.024,2.2903,0.196,0.4995,1.0511,0.1514,564.9956,72.2601,0.5827,0.1105,0.3728,3.4,702,average
64537.81,0.0414,0.6749,0.0646,0.0124,3.7365,0.1981,0.4073,1.0837,0.1854,1227.6857,296.8396,0.6105,0.1885,0.4606,6.7,686,average
131023.18,-0.0032,0.6422,0.1364,0.0225,2.8973,0.2103,0.5707,1.1243,0.1419,596.6148,146.7354,0.633,0.1673,0.3642,1.2,711,average
344932.74,0.0849,0.7882,0.0547,0.0069,2.3665,0.3343,0.6278,1.5012,0.0984,1553.9792,184.374,0.8508,0.0462,0.3228,1.4,762,good
33210.47,-0.0556,0.4469,0.2458,0.046,5.0402,0.19,0.3206,1.1077,0.2014,695.428,119.915,0.4001,0.3138,0.532,3.3,617,poor
52524.46,0.0176,0.3744,0.2114,0.0255,3.5636,0.1773,0.2267,1.0355,0.2127,518.7639,52.5908,0.3725,0.2374,0.67,6.7,612,poor
112852.9,0.0229,0.6823,0.089,0.0218,3.0768,0.2031,0.4411,1.2188,0.1562,1174.0358,197.3914,0.5799,0.1129,0.4467,6.3,687,average
44325.33,0.0279,0.5953,0.0835,0.0102,3.8398,0.232,0.5231,1.1939,0.1735,1428.6254,64.455,0.6548,0.2055,0.5179,3.9,708,average
303680.93,0.0919,0.8565,0.0378,0.0149,1.0616,0.4386,0.5989,1.5184,0.0757,2244.2666,315.3552,0.774,0.0961,0.3876,2.7,781,good
119943.06,0.0697,0.6435,0.0856,0.0225,2.2685,0.3226,0.5978,1.2053,0.1624,861.1421,254.4095,0.6155,0.1091,0.5304,1.9,701,average
280909.66,0.1418,0.7877,0.0387,0.0067,1.6939,0.3463,0.6267,1.3843,0.0565,663.5625,675.9041,0.8408,0.0553,0.3354,3.4,789,good
354769.82,0.1077,0.8062,0.0415,0.0074,1.4174,0.3742,0.7378,1.4688,0.0767,2756.3247,278.0813,0.7067,0.0748,0.3617,2.5,766,good
722218.02,0.0826,0.9487,0.0268,0.0073,1.5231,0.6054,0.7933,1.4904,0.0594,2814.3377,1336.7995,0.8511,0.0328,0.221,6.7,831,excellent
656805.16,0.2096,0.8942,0.0141,0.0046,1.4553,0.6836,0.9465,1.8177,0.0444,2488.2536,879.1244,0.9752,0.0272,0.1884,4.4,841,excellent
215199.94,0.0307,0.7242,0.0679,0.013,1.5214,0.4903,0.6932,1.5727,0.0572,1480.4725,680.4885,0.7754,0.0982,0.2,1.1,771,good
10436.57,-0.0459,0.3958,0.3439,0.0597,9.2977,0.0994,0.1273,0.9278,0.2837,167.2933,23.4032,0.3471,0.523,0.8871,5.7,517,bad
13475.09,0.0247,0.5442,0.163,0.0494,5.0475,0.1089,0.2712,1.0764,0.2487,621.1977,94.3348,0.5511,0.2542,0.7184,7.2,614,poor
330621.78,0.031,0.8432,0.0725,0.0064,2.0985,0.3755,0.6167,1.5834,0.0927,1020.9906,631.3644,0.8157,0.0803,0.2738,4.3,782,good
179311.18,0.1018,0.7613,0.0554,0.011,2.4944,0.4437,0.5965,1.3686,0.0972,876.348,255.6452,0.7792,0.0737,0.2954,2.1,778,good
365905.41,0.0778,0.7701,0.0321,0.0111,2.819,0.483,0.6711,1.5069,0.0685,1739.4882,641.3683,0.7674,0.0618,0.2574,7.2,766,good
92380.54,0.0081,0.603,0.072,0.0244,2.96,0.2594,0.3977,1.179,0.1351,587.4619,59.7682,0.6782,0.192,0.4803,4.1,696,average
48590.9,-0.0554,0.4708,0.2446,0.03,4.9717,0.1239,0.2752,0.9451,0.208,573.7838,113.8561,0.4489,0.2057,0.6504,1.6,622,poor
28647.67,-0.0452,0.3681,0.2096,0.0379,4.7031,0.1683,0.3834,1.1484,0.1921,171.2616,108.1068,0.4655,0.3348,0.5985,4.9,608,poor
93109.03,0.02,0.6802,0.1226,0.0158,3.7709,0.3004,0.3835,1.1119,0.1133,725.3509,294.2672,0.6496,0.102,0.4784,2.6,711,average
104002.21,0.0222,0.7329,0.0654,0.0108,2.1345,0.3289,0.497,1.1128,0.1308,599.7868,265.5799,0.5862,0.1709,0.3681,6.8,734,average
40174.36,0.0191,0.402,0.1856,0.0394,5.5149,0.1991,0.3182,1.0869,0.278,701.5811,58.4301,0.5629,0.3556,0.6054,7.5,602,poor
308229.82,0.1744,0.9185,0.0261,0.0055,1.6938,0.5722,0.8506,1.5406,0.0449,3403.4822,1655.9226,0.9179,0.0382,0.2016,4.5,842,excellent
242452.74,0.1425,0.7355,0.041,0.0103,2.9092,0.3183,0.7283,1.4827,0.1013,2981.8813,772.3621,0.7117,0.0607,0.277,6.2,769,good
12902.44,-0.0918,0.4223,0.1814,0.0258,3.272,0.0905,0.3592,0.922,0.2149,332.6381,82.3169,0.4334,0.3528,0.7095,6.8,602,poor
71918.53,0.0257,0.6983,0.1166,0.0136,3.6004,0.2353,0.575,1.0359,0.1558,1465.8795,195.3853,0.5667,0.1488,0.4728,4.6,699,average
285365.74,0.0222,0.8632,0.0744,0.0135,2.4534,0.4273,0.582,1.225,0.106,808.7447,474.8831,0.7751,0.0803,0.2252,7.9,767,good
250751.09,0.1412,0.7338,0.0302,0.0085,1.4608,0.4324,0.6768,1.5612,0.1163,1379.2376,190.6544,0.7239,0.0902,0.2098,2.0,766,good
5226.97,-0.1696,0.2238,0.2466,0.083,4.2682,0.0742,0.167,0.9777,0.4214,297.274,11.6339,0.2953,0.5048,0.654,4.7,501,bad
414983.64,0.1456,0.7267,0.059,0.0076,1.1669,0.4005,0.6957,1.3525,0.0805,2907.3419,281.7097,0.7063,0.112,0.2658,7.7,771,good
140716.88,0.1057,0.7284,0.0624,0.0139,1.2761,0.4183,0.7269,1.5961,0.106,2670.3404,489.2088,0.7016,0.0624,0.3661,5.2,772,good
9207.57,-0.1934,0.1921,0.3796,0.0574,4.4405,0.0769,0.1007,0.8379,0.4039,66.7229,21.2759,0.2208,0.3884,0.7098,4.9,496,bad
230086.4,0.0872,0.8504,0.0564,0.0127,2.6694,0.3663,0.6878,1.1746,0.1124,1418.8999,564.473,0.8192,0.0931,0.3745,6.6,779,good
116828.92,0.0482,0.7164,0.0988,0.0161,2.9904,0.1831,0.5888,1.0836,0.1802,484.4541,293.1272,0.6748,0.1689,0.5162,4.4,700,average
96264.26,0.0257,0.6053,0.1374,0.011,3.2722,0.345,0.4649,1.2662,0.1929,757.1051,124.0399,0.5705,0.1898,0.3736,5.8,701,average
101461.28,0.0038,0.6945,0.1331,0.0107,3.9108,0.2397,0.4909,1.0551,0.1835,714.8034,89.8345,0.5564,0.191,0.4155,5.1,701,average
533385.47,0.2033,0.9067,0.0308,0.0077,1.8045,0.6686,0.9427,1.4922,0.0517,1625.4473,740.0218,0.8507,0.0435,0.15,3.6,844,excellent
139820.72,-0.0159,0.7281,0.0988,0.014,3.4955,0.3484,0.5193,1.0413,0.1136,1017.8643,234.8406,0.6172,0.1836,0.5087,3.1,700,average
744710.66,0.2259,0.9734,0.0391,0.0061,1.8498,0.6123,0.8641,1.69,0.0544,3629.026,1017.1797,0.9637,0.032,0.1134,3.2,835,excellent
483091.23,0.1187,0.9366,0.0368,0.0059,1.9382,0.6018,0.7162,1.6383,0.0348,1443.3423,1419.6551,0.8861,0.0138,0.146,6.3,816,excellent
82027.92,0.0179,0.6138,0.1318,0.0172,2.7233,0.2315,0.5148,1.1946,0.1708,1030.2412,119.5386,0.7173,0.1518,0.4442,4.1,698,average
67533.67,-0.0087,0.5921,0.1075,0.017,3.9882,0.2929,0.4042,1.2849,0.1643,801.0468,263.2901,0.6803,0.1737,0.4026,7.6,702,average
400095.33,0.1024,0.7694,0.0497,0.0083,2.2974,0.3935,0.6739,1.257,0.0666,861.4184,356.703,0.7671,0.0842,0.3668,2.2,771,good
38438.94,0.0182,0.4945,0.1353,0.0258,3.5029,0.1056,0.3619,1.0968,0.2693,410.8277,46.5612,0.457,0.2453,0.6775,1.7,636,poor
38699.5,0.0293,0.4692,0.1482,0.0482,4.1186,0.172,0.2082,1.0154,0.2067,677.2519,25.5812,0.3679,0.2626,0.6491,4.7,598,poor
66883.23,-0.0102,0.7308,0.0725,0.0212,2.7303,0.3178,0.432,1.1649,0.1791,960.9903,155.7441,0.6651,0.1424,0.3896,1.8,726,average
59893.51,-0.07,0.4294,0.1338,0.0258,3.0219,0.1127,0.2104,1.017,0.3,215.4779,81.7016,0.5744,0.2408,0.5891,2.1,619,poor
58623.16,-0.0986,0.3619,0.1793,0.0416,5.4138,0.1729,0.2961,0.9912,0.2939,372.8823,17.6449,0.39,0.353,0.5399,5.8,586,poor
638415.87,0.1844,0.9744,0.0339,0.0022,1.2639,0.6144,0.7806,1.4113,0.0351,4677.7462,1254.0456,0.9527,0.0319,0.2209,7.5,835,excellent
291899.95,0.0612,0.7658,0.0338,0.0102,2.5946,0.4375,0.6831,1.4823,0.0987,713.3202,367.4326,0.781,0.0809,0.2037,5.8,757,good
56298.77,0.0221,0.4098,0.2072,0.025,5.8384,0.1113,0.3149,0.9496,0.2253,782.3443,109.437,0.3756,0.2797,0.6192,4.5,598,poor
7529.15,-0.143,0.1861,0.3509,0.0402,6.5264,0.0586,0.2225,0.891,0.3208,82.8332,11.6277,0.2148,0.5071,0.779,3.8,525,bad
226128.19,0.0588,0.8142,0.0342,0.0054,2.4358,0.4369,0.5961,1.4409,0.0771,2779.3068,657.2593,0.8024,0.1172,0.3439,6.5,775,good
256927.84,0.0444,0.879,0.0371,0.0089,2.909,0.3925,0.585,1.5804,0.1146,667.4618,274.2778,0.8622,0.0983,0.3562,6.0,758,good
695746.01,0.1707,0.8759,0.0398,0.0048,1.756,0.6569,0.748,1.8874,0.0456,817.8993,851.758,0.8811,0.0421,0.2277,4.4,817,excellent
48735.89,0.0371,0.6235,0.1361,0.0187,2.9644,0.2783,0.585,1.1017,0.1758,983.7675,65.9912,0.7079,0.1098,0.4472,1.6,696,average
248534.27,0.0501,0.8215,0.0578,0.0082,1.4781,0.377,0.6018,1.478,0.0817,2581.8208,420.2536,0.8558,0.0748,0.2121,1.2,768,good
56314.29,0.0028,0.5854,0.1064,0.0163,3.6574,0.3033,0.4533,1.2265,0.15,1474.0314,298.5817,0.6078,0.1935,0.4104,5.3,695,average
15925.94,-0.0933,0.4867,0.2303,0.0467,4.0796,0.1496,0.3957,1.1007,0.2379,182.1569,26.2878,0.4613,0.3788,0.604,6.9,604,poor
65841.26,0.0789,0.5549,0.0763,0.0102,3.0149,0.3426,0.4636,1.2575,0.1742,214.8301,152.807,0.673,0.1875,0.3864,2.1,718,average
74204.38,-0.0159,0.6809,0.1056,0.0234,2.8125,0.244,0.4893,1.1768,0.1879,1250.2662,279.9275,0.5619,0.1942,0.361,7.2,686,average
393998.33,0.0514,0.846,0.0408,0.0109,1.4596,0.356,0.5545,1.3006,0.0996,568.8249,693.7147,0.8706,0.0853,0.3949,1.7,773,good
61595.21,0.0515,0.5597,0.1228,0.0229,2.5298,0.2703,0.5622,1.1009,0.1532,1213.8341,128.5671,0.5681,0.2154,0.4764,1.2,694,average
335181.5,0.0824,0.8575,0.0776,0.0105,2.2751,0.3893,0.6294,1.4394,0.0529,2305.2668,765.6688,0.7304,0.0599,0.215,7.8,785,good
15288.92,0.0151,0.4643,0.2274,0.041,3.7548,0.0989,0.2681,0.9906,0.2372,503.3941,26.8755,0.5606,0.3039,0.5681,4.7,605,poor
44690.43,-0.0179,0.6862,0.1184,0.0198,2.0073,0.3029,0.4876,1.0893,0.1947,286.8702,111.611,0.6347,0.1165,0.523,2.8,715,average
354469.26,0.0499,0.8354,0.0328,0.0103,2.534,0.3585,0.6586,1.5694,0.0632,533.4921,777.3167,0.7914,0.0795,0.3804,3.9,758,good
588876.67,0.1563,0.915,0.013,0.0054,1.007,0.5412,0.8806,1.6958,0.0399,4921.1096,1955.7762,0.937,0.0111,0.1194,3.5,825,excellent
123310.54,0.0554,0.6671,0.1004,0.0189,2.2063,0.271,0.5863,1.2726,0.1914,1253.7203,60.1046,0.6932,0.1962,0.4792,6.7,718,average
54448.92,-0.0242,0.3864,0.1369,0.038,4.5514,0.1454,0.3525,0.9445,0.2714,766.7288,116.6239,0.5604,0.331,0.5518,2.7,617,poor
93829.46,0.0404,0.7234,0.089,0.0117,3.808,0.308,0.5673,1.0668,0.1519,1079.2537,51.1828,0.5766,0.2099,0.3594,5.2,710,average
195852.09,0.1898,0.9128,0.0243,0.0019,1.879,0.5514,0.8736,1.9783,0.0533,1328.7411,671.0583,0.87,0.0113,0.1619,4.8,818,excellent
44981.41,-0.076,0.3919,0.1604,0.022,4.474,0.184,0.2926,1.1424,0.1818,108.0678,21.9064,0.4112,0.3653,0.6754,1.3,612,poor
12448.37,-0.1404,0.3836,0.4457,0.055,7.5708,0.0832,0.1082,0.9307,0.316,155.4182,37.7867,0.2043,0.4473,0.6607,5.6,519,bad
137573.83,0.0506,0.6136,0.1127,0.0108,3.8422,0.2099,0.4347,1.1202,0.1493,386.6907,223.3857,0.5604,0.1519,0.5401,3.9,685,average
45078.83,-0.0773,0.4578,0.2102,0.03,3.5944,0.1793,0.3817,0.9247,0.211,113.7857,65.5472,0.4138,0.2447,0.6976,7.0,610,poor
37109.62,0.003,0.559,0.1333,0.016,2.251,0.3197,0.4519,1.2457,0.1487,316.7067,286.2746,0.6051,0.2031,0.3608,5.9,712,average
47576.79,0.0613,0.7212,0.0705,0.0135,3.6016,0.1861,0.487,1.1551,0.1586,1297.8247,253.7968,0.6746,0.2063,0.5307,1.0,716,average
245323.19,0.0358,0.8691,0.0516,0.0073,2.9176,0.4264,0.5763,1.2388,0.0672,2599.7389,401.4083,0.8341,0.0507,0.3704,6.9,782,good
183288.92,0.0931,0.7817,0.0704,0.0117,1.8401,0.3891,0.7255,1.253,0.098,2231.826,395.7207,0.8643,0.0804,0.349,0.8,762,good
101098.21,0.0007,0.6062,0.1379,0.0159,2.2292,0.3395,0.5021,1.0342,0.1967,815.0718,179.2708,0.6099,0.1633,0.487,4.4,714,average
441027.35,0.0812,0.9135,0.0347,0.0061,1.9835,0.4781,0.8672,1.9054,0.0379,3455.5492,1024.5825,0.8957,0.0213,0.1699,1.8,821,excellent
252492.64,0.0735,0.8627,0.043,0.0098,2.1286,0.4888,0.6258,1.3576,0.0792,1431.4356,707.8781,0.7608,0.0793,0.2202,3.1,777,good
54069.39,0.0732,0.5533,0.0626,0.0152,3.6698,0.2388,0.4529,1.2373,0.124,810.6431,163.9726,0.6851,0.1022,0.39,7.4,713,average
49205.08,0.0175,0.7136,0.087,0.0104,2.1156,0.2382,0.5098,1.0094,0.1994,1135.8976,213.1101,0.6496,0.1661,0.3918,1.6,715,average
32082.05,0.038,0.6082,0.085,0.0192,3.2369,0.2184,0.3839,1.2075,0.1714,338.2636,297.8133,0.6463,0.1773,0.4128,2.1,701,average
34003.01,-0.0034,0.6,0.0704,0.0234,2.5739,0.2433,0.5436,1.1355,0.1848,1439.49,87.9576,0.5634,0.1443,0.4628,6.3,686,average
54780.86,-0.0717,0.3792,0.1885,0.0288,3.8262,0.1562,0.2074,1.0392,0.292,391.3989,49.2704,0.4589,0.3101,0.6824,5.8,615,poor
671137.59,0.0969,0.86,0.021,0.0026,1.0737,0.6589,0.7275,1.6731,0.0478,2397.0879,885.1672,0.9263,0.0149,0.1395,1.9,834,excellent
46460.4,-0.02,0.5187,0.2301,0.0314,4.9733,0.1519,0.3954,1.0816,0.2373,486.5481,96.5916,0.4166,0.3744,0.5485,6.7,610,poor
180852.38,0.0351,0.8598,0.0634,0.0081,1.9009,0.4005,0.6328,1.3863,0.0692,619.416,799.5267,0.7696,0.048,0.3321,5.7,773,good
88191.9,0.0069,0.5609,0.1181,0.0104,2.4296,0.3488,0.4789,1.0775,0.1627,997.4679,292.0898,0.6265,0.1725,0.3959,3.9,713,average
318100.18,0.0786,0.7574,0.0333,0.0115,1.0909,0.3978,0.7396,1.2207,0.098,590.5143,118.7336,0.7961,0.0725,0.2665,0.6,764,good
114561.87,0.0436,0.7133,0.1073,0.0176,3.0335,0.2594,0.5776,1.0739,0.1808,232.9591,53.9249,0.7016,0.1958,0.3508,2.8,718,average
3568.72,-0.2255,0.3259,0.3058,0.0431,4.2191,0.0693,0.1089,0.7278,0.3431,80.1459,48.7282,0.232,0.6048,0.7557,1.3,520,bad
104632.86,0.0619,0.6954,0.0888,0.0236,3.7529,0.3087,0.4484,1.2084,0.1586,434.146,202.892,0.7166,0.1257,0.4272,7.9,718,average
109121.73,0.0729,0.5892,0.1197,0.0184,2.698,0.2694,0.5687,1.2909,0.1244,1008.2544,265.0968,0.662,0.1466,0.4406,2.5,717,average
249128.38,0.0332,0.8596,0.0712,0.0096,1.2506,0.4762,0.5743,1.1681,0.0517,2243.7149,511.2136,0.8102,0.1148,0.2742,3.7,772,good
36179.97,-0.0691,0.5021,0.1818,0.0452,3.2972,0.1449,0.2869,1.1384,0.2616,205.6408,48.8262,0.489,0.3534,0.512,0.5,628,poor
132179.91,0.026,0.6624,0.123,0.0245,3.494,0.2866,0.398,1.2843,0.1855,201.5695,214.8723,0.6445,0.1168,0.5028,3.7,686,average
384704.0,0.0296,0.7622,0.0431,0.0062,2.3525,0.4888,0.6432,1.414,0.094,1531.7299,730.7313,0.7653,0.0654,0.2838,4.1,758,good
282476.23,0.1016,0.8348,0.0714,0.0066,1.8269,0.4529,0.6881,1.3182,0.0667,1766.8574,321.8049,0.8126,0.0873,0.2828,1.4,778,good
47925.6,0.0047,0.5596,0.1427,0.0466,3.7212,0.15,0.3331,1.0562,0.2249,702.0531,113.3097,0.422,0.3633,0.5912,1.6,619,poor
12382.5,0.0018,0.4012,0.126,0.0277,4.815,0.1424,0.2705,1.0249,0.1919,333.7606,88.7605,0.4866,0.3188,0.6527,7.0,636,poor
59091.59,0.024,0.4576,0.1351,0.0254,5.1734,0.1276,0.3595,0.9541,0.2066,456.104,22.6083,0.5331,0.2315,0.5703,0.6,643,poor
279673.01,0.1037,0.7434,0.066,0.0077,1.1707,0.3129,0.6851,1.5938,0.1174,1640.124,252.8926,0.795,0.0519,0.271,2.9,768,good
2747.19,-0.032,0.3249,0.3445,0.05,5.5165,0.071,0.1037,0.8399,0.4915,343.4962,12.7078,0.1754,0.6164,0.8207,3.2,508,bad
458284.36,0.0545,0.8883,0.0263,0.0028,1.6734,0.5592,0.8791,1.643,0.0479,4000.5363,576.8131,0.9014,0.0126,0.1937,1.5,815,excellent
756910.54,0.0916,0.8562,0.0163,0.0011,1.4518,0.4823,0.7806,1.4075,0.0462,1769.8379,1469.701,0.8748,0.0209,0.1214,5.8,807,excellent
72598.03,-0.0076,0.718,0.1228,0.0192,3.6723,0.2601,0.5287,1.0028,0.1206,201.8655,137.1922,0.7047,0.1077,0.3538,1.3,710,average
274935.11,0.0737,0.8309,0.0558,0.0109,1.5914,0.3238,0.5512,1.5091,0.0958,2910.8093,385.5618,0.8032,0.0964,0.2197,4.2,757,good
16733.09,-0.0407,0.4524,0.1595,0.0305,3.813,0.0869,0.3539,1.0783,0.2496,383.2143,113.534,0.5216,0.3217,0.6311,2.9,612,poor
91906.14,0.0307,0.7912,0.0566,0.0052,1.4759,0.3509,0.7428,1.5012,0.0874,2493.8267,104.8951,0.8367,0.0777,0.3674,4.6,782,good
350121.4,0.0259,0.8378,0.0476,0.0091,1.6424,0.3992,0.6715,1.5263,0.0575,970.9173,414.4491,0.8066,0.0839,0.2037,5.5,773,good
58465.79,-0.0258,0.5597,0.1251,0.0427,5.6346,0.1591,0.4121,0.9454,0.2887,240.9923,89.4786,0.4869,0.2677,0.5017,7.8,621,poor
20093.47,-0.078,0.3326,0.3431,0.0853,6.875,0.0907,0.2238,0.738,0.3031,367.2271,19.7762,0.2406,0.3646,0.8458,2.6,502,bad
44972.26,0.0573,0.6016,0.0788,0.0186,2.7919,0.2213,0.5366,1.269,0.1009,205.2947,101.6751,0.6499,0.1739,0.546,4.3,718,average
396067.82,0.2311,0.8721,0.0228,0.0037,1.7712,0.5358,0.8635,1.5084,0.0381,2289.5572,1222.4811,0.9396,0.0112,0.22,6.9,828,excellent
81357.22,0.0306,0.6128,0.1006,0.0133,3.3439,0.2361,0.5265,1.2392,0.1072,820.0367,120.4518,0.69,0.2189,0.4854,5.8,719,average
573407.11,0.1484,0.9195,0.0216,0.0021,1.1907,0.6289,0.8253,1.4978,0.0295,1594.1797,1246.9571,0.9285,0.0152,0.1831,2.9,824,excellent
68125.79,-0.0081,0.6746,0.0725,0.0189,2.1073,0.2037,0.4082,1.0804,0.1487,579.6249,245.9748,0.6061,0.104,0.3986,2.9,699,average
373731.92,0.0669,0.7639,0.0535,0.0089,2.5319,0.3216,0.6627,1.5636,0.0918,2891.3797,203.2325,0.8219,0.1005,0.2029,7.8,750,good
118876.49,0.0048,0.5509,0.0805,0.0155,3.6226,0.2378,0.4533,1.0378,0.1408,1117.4006,151.463,0.635,0.1585,0.4578,2.7,686,average
110361.37,0.0625,0.6301,0.0902,0.0199,3.6392,0.2042,0.5912,1.2669,0.1563,438.8642,218.2695,0.5754,0.1677,0.4249,0.8,686,average
541068.09,0.0918,0.8902,0.011,0.0041,1.4756,0.4909,0.7286,1.4276,0.023,3526.0244,1434.5607,0.9481,0.0427,0.1882,1.8,825,excellent
211844.88,0.1326,0.8636,0.0363,0.0065,1.4663,0.3927,0.6997,1.1909,0.1046,1288.8913,534.3098,0.7583,0.0988,0.3071,1.1,775,good
